job_name,experience,education,salary,other,detail_url,company_name,type,numbers,location,words
初级java开发工程师,1-3年,大专,1.7万-2万,暂无信息,http://jobs.zhaopin.com/CC675224420J40485465208.htm?refcode=4019&srccode=&preactionid=,上海励汇企业管理咨询有限公司,民营,500-999人,上海-浦东,"jQuery,Vue,SSH,Spring,SpringBoot,SpringCloud,SpringMVC,Flink,Hadoop,Spark,Tomcat"
java开发工程师,1-3年,大专,1万-1.5万,暂无信息,http://jobs.zhaopin.com/CC214707020J40444095803.htm?refcode=4019&srccode=&preactionid=,上海易乓乒智能科技股份有限公司,民营,20-99人,上海-宝山,"SpringBoot,SpringCloud,SpringMVC,后端开发"
java初级程序员,经验不限,大专,5千-8千,暂无信息,http://jobs.zhaopin.com/CCL1477669140J40510540305.htm?refcode=4019&srccode=&preactionid=,上海星燊工程技术服务有限公司,暂无信息,20-99人,上海-嘉定,"C++,Spring,Hibernate"
java开发（统招学信网/现场面试）,3-5年,大专,1.1万-1.5万,暂无信息,http://jobs.zhaopin.com/CC665594320J40515886210.htm?refcode=4019&srccode=&preactionid=,舟恩信息,民营,20-99人,上海-浦东,Spring
java开发-正编,3-5年,本科,4万-8万,15薪,http://jobs.zhaopin.com/CC138117190J40510929505.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,上海-杨浦,"数据挖掘,ETL,Java,C++,Hadoop"
java软件开发工程师,1-3年,本科,1万-1.9万,暂无信息,http://jobs.zhaopin.com/CC321298120J40499195402.htm?refcode=4019&srccode=&preactionid=,泉盛餐饮(上海)有限公司,外商独资,1000-9999人,上海-长宁,"Spring,Javascript"
java开发-上海,1-3年,大专,1.3万-2.6万,暂无信息,http://jobs.zhaopin.com/CCL1343356340J40278391812.htm?refcode=4019&srccode=&preactionid=,上海晨钦信息科技服务有限公司,上市公司,1000-9999人,上海-浦东,"后端开发,Spring,SSH,Eclipse,SpringBoot,SpringCloud,SpringMVC,SSM"
后端开发工程师（自研+主java+了解c#）,3-5年,大专,1.1万-1.5万,暂无信息,http://jobs.zhaopin.com/CCL1451181320J40475662013.htm?refcode=4019&srccode=&preactionid=,上海惟微美业生物科技有限公司郑州分公司,民营,1000-9999人,上海-普陀,"C#,Java,Spring,MySQL,MongoDB,Redis"
java开发工程师-海尔驻场,3-5年,大专,1.3万-1.9万,暂无信息,http://jobs.zhaopin.com/CC453635220J40512691303.htm?refcode=4019&srccode=&preactionid=,科锐尔人力资源服务(苏州)有限公司,上市公司,1000-9999人,上海-浦东,Spring
java 中级程序员,5-10年,本科,1.5万-2万,暂无信息,http://jobs.zhaopin.com/CC384061710J40408638013.htm?refcode=4019&srccode=&preactionid=,上海天籍信息科技有限公司,民营,20-99人,上海-虹口,"后端开发,Java,Hadoop,SpringBoot,SpringCloud"
java全栈工程师,1-3年,大专,8千-1.5万,13薪,http://jobs.zhaopin.com/CC671066420J40499784610.htm?refcode=4019&srccode=&preactionid=,仁卅信息科技(上海)有限公司,外商独资,500-999人,上海-普陀,Java
java 应届生优选,经验不限,大专,8千-1.6万,15薪,http://jobs.zhaopin.com/CC294547880J40491592203.htm?refcode=4019&srccode=&preactionid=,上海太屋网络科技有限公司,民营,1000-9999人,上海-浦东,"前端开发,后端开发"
初中级java开发,1-3年,本科,1.1万-1.5万,暂无信息,http://jobs.zhaopin.com/CC440199980J40531868507.htm?refcode=4019&srccode=&preactionid=,北京众策科技咨询有限公司,民营,20-99人,上海-静安,"SAP,英语,ABAP"
java开发软件工程师（工作地点杭州、西安，1年以上统本）,1-3年,本科,1.2万-1.8万,暂无信息,http://jobs.zhaopin.com/CC493150920J40558524014.htm?refcode=4019&srccode=&preactionid=,北京汉克时代科技有限公司,民营,1000-9999人,上海-浦东,"Java,Spring,MySQL,Oracle"
对日java软件开发(初中级),1-3年,学历不限,6千-1.2万,13薪,http://jobs.zhaopin.com/CCL1345680450J40182255416.htm?refcode=4019&srccode=&preactionid=,上海达巴辛软件有限公司,民营,20-99人,上海-杨浦,"Java,数据库,Spring,SQL,日语"
初中级java开发,1-3年,本科,1.1万-1.5万,暂无信息,http://jobs.zhaopin.com/CC440199980J40531868407.htm?refcode=4019&srccode=&preactionid=,北京众策科技咨询有限公司,民营,20-99人,上海-浦东,"SAP,英语,ABAP"
java开发工程师,3-5年,大专,1.3万-1.7万,暂无信息,http://jobs.zhaopin.com/CC196911810J40557710115.htm?refcode=4019&srccode=&preactionid=,北京腾信软创科技股份有限公司,股份制企业,1000-9999人,上海-静安,后端开发
java开发（3个月，可续签）,3-5年,大专,1.7万-2.8万,暂无信息,http://jobs.zhaopin.com/CC453635220J40500827603.htm?refcode=4019&srccode=&preactionid=,科锐尔人力资源服务(苏州)有限公司,上市公司,1000-9999人,上海-青浦,"Spring,MySQL,应用系统开发"
中级java后端开发工程师,3-5年,本科,1.2万-1.5万,13薪,http://jobs.zhaopin.com/CC466606330J40549851814.htm?refcode=4019&srccode=&preactionid=,上海森成快递有限公司,民营,10000人以上,上海-闵行,"Spring,Mybatis,MySQL"
急聘！！！java开发工程师！接受无经验！,1-3年,大专,7千-1.4万,暂无信息,http://jobs.zhaopin.com/CC294547880J40489914003.htm?refcode=4019&srccode=&preactionid=,上海太屋网络科技有限公司,民营,1000-9999人,上海-宝山,"SpringBoot,Spring,SpringCloud,后端开发,全栈开发,Redis,MySQL"
高级java开发工程师,5-10年,本科,3.5万-4.5万,暂无信息,http://jobs.zhaopin.com/CC394980330J40489269604.htm?refcode=4019&srccode=&preactionid=,武汉智融航商贸有限公司,民营,500-999人,上海-杨浦,"Javascript,Mybatis,C"
高级java开发工程师,3-5年,大专,1.5万-2万,暂无信息,http://jobs.zhaopin.com/CC434031920J40100255915.htm?refcode=4019&srccode=&preactionid=,康嘉信息,民营,20-99人,上海,Java
java 应届生优选,经验不限,大专,8千-1.6万,暂无信息,http://jobs.zhaopin.com/CC294547880J40489906703.htm?refcode=4019&srccode=&preactionid=,上海太屋网络科技有限公司,民营,1000-9999人,上海-宝山,"SpringCloud,SpringBoot,Spring,后端开发,MySQL,Oracle,消息队列"
java软件开发工程师,3-5年,大专,2万-3万,暂无信息,http://jobs.zhaopin.com/CC232997110J40497254405.htm?refcode=4019&srccode=&preactionid=,北京物通时空网络科技开发有限公司河南分公司,股份制企业,300-499人,上海-杨浦,后端开发
java,5-10年,本科,2.5万-5万,16薪,http://jobs.zhaopin.com/CC354004110J40476285004.htm?refcode=4019&srccode=&preactionid=,饿了么,合资,10000人以上,上海,"Java,Spring,Mybatis,MySQL,Redis,NoSQL"
IBM对日java开发工程师,1-3年,学历不限,1.1万-1.5万,13薪,http://jobs.zhaopin.com/CC120849260J40230236101.htm?refcode=4019&srccode=&preactionid=,IBM,外商独资,10000人以上,上海-杨浦,"Java,J2EE"
初级java开发工程师,1-3年,本科,7千-1万,13薪,http://jobs.zhaopin.com/CC618826520J40207300510.htm?refcode=4019&srccode=&preactionid=,维世致新(上海)智能技术有限公司,合资,20-99人,上海-浦东,"Java,MySQL,数据库"
java开发工程师（国企驻场+福利优）,3-5年,大专,1.2万-1.5万,暂无信息,http://jobs.zhaopin.com/CC587383820J40402803507.htm?refcode=4019&srccode=&preactionid=,上海锐赢,民营,20-99人,上海-杨浦,"SpringBoot,Dubbo,后端开发"
初级java开发工程师,1-3年,大专,8千-1.2万,暂无信息,http://jobs.zhaopin.com/CC434031920J40529825715.htm?refcode=4019&srccode=&preactionid=,康嘉信息,民营,20-99人,上海-浦东,"后端开发,MySQL,MongoDB"
java高级开发,经验不限,本科,1万-2万,暂无信息,http://jobs.zhaopin.com/CC271302733J00186812202.htm?refcode=4019&srccode=&preactionid=,公安部警用装备采购中心,事业单位,20-99人,上海-闵行,"Java,MySQL,Spring,Struts,Hibernate,后端开发"
软件测试实习生（2024届可转正留用）,无经验,本科,3千-6千,暂无信息,http://jobs.zhaopin.com/CC557611280J40492095811.htm?refcode=4019&srccode=&preactionid=,上海无学网络科技有限公司,合资,100-299人,上海-徐汇,"功能测试,系统测试,Java,Python,PHP"
java工程师（实习+留用）,经验不限,本科,7千-1.1万,暂无信息,http://jobs.zhaopin.com/CC813553990J40510579701.htm?refcode=4019&srccode=&preactionid=,上海胜蓝软件技术服务有限公司,民营,20-99人,上海-虹口,Java
java/python/C/C++(可接受应届生+周末双休）,经验不限,本科,1.5万-3万,暂无信息,http://jobs.zhaopin.com/CC138117190J40507772205.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,上海-浦东,"C,Python,Java,Linux开发"
java开发助理（统招学历）,1-3年,本科,8千-1万,暂无信息,http://jobs.zhaopin.com/CCL1447428670J40472226804.htm?refcode=4019&srccode=&preactionid=,湖南云郡网络科技有限公司,外商独资,100-299人,上海-浦东,后端开发
中级java开发,3-5年,本科,1.1万-1.5万,暂无信息,http://jobs.zhaopin.com/CC000103760J40498148807.htm?refcode=4019&srccode=&preactionid=,首都信息发展股份有限公司,国企,1000-9999人,上海-徐汇,"Spring,jQuery,SpringBoot,SpringCloud,SpringMVC,Hadoop"
java 开发,无经验,本科,8千-1.6万,暂无信息,http://jobs.zhaopin.com/CC000584094J00116469302.htm?refcode=4019&srccode=&preactionid=,喜士多,民营,1000-9999人,上海-静安,Java
初级java开发工程师,经验不限,本科,1.3万-2.6万,暂无信息,http://jobs.zhaopin.com/CC138117190J40323211005.htm?refcode=4019&srccode=&preactionid=,外企德科,合资,1000-9999人,上海-浦东,"后端开发,Java,Python,HTML5,全栈开发,WEB开发,SpringBoot,SpringCloud"
java全栈工程师（工作地点：青海省西宁市）,3-5年,大专,1.2万-2.2万,暂无信息,http://jobs.zhaopin.com/CCL1344072110J40522442408.htm?refcode=4019&srccode=&preactionid=,丽豪半导体材料有限公司,民营,1000-9999人,上海-黄浦,"Java,JavaScript,全栈开发,Vue,SQL,SPING BOO,SPRING CLOUD,Spring"
java开发工程师（可安排线上面试+易面过+愿培养）,3-5年,大专,1.2万-2.4万,暂无信息,http://jobs.zhaopin.com/CC385622410J40210740506.htm?refcode=4019&srccode=&preactionid=,深圳市法本信息技术股份有限公司,上市公司,1000-9999人,上海-浦东,"Java,Spring,MyBatis,Linux"
赴日软件工程师（大学毕业生）,无经验,本科,1.5万-2.5万,暂无信息,http://jobs.zhaopin.com/CC579165780J40398752613.htm?refcode=4019&srccode=&preactionid=,株式会社ProfaceSystems,外商独资,20-99人,上海,".NET,C++,Java,Python,SQL,小程序开发"
C++/java软件开发工程师 国企 年薪30W+,3-5年,本科,2万-3万,暂无信息,http://jobs.zhaopin.com/CCL1465476600J40482185604.htm?refcode=4019&srccode=&preactionid=,灵端(上海)企业管理有限公司,股份制企业,20-99人,上海-浦东,"Java,C++"
java工程师，线上面试（易过）,3-5年,大专,1.4万-2.6万,暂无信息,http://jobs.zhaopin.com/CC385622410J40336562206.htm?refcode=4019&srccode=&preactionid=,深圳市法本信息技术股份有限公司,上市公司,1000-9999人,上海-浦东,"后端开发,SpringBoot,SpringCloud,SpringMVC,微服务架构,消息队列,支付,分布式技术"
java开发工程师（上海）,1-3年,大专,7千-1.4万,暂无信息,http://jobs.zhaopin.com/CC151551410J40263414315.htm?refcode=4019&srccode=&preactionid=,摩卡软件（天津）有限公司,外商独资,500-999人,上海-浦东,"Java,J2EE,Javascript,MySQL"
java开发工程师,经验不限,本科,面议,暂无信息,http://jobs.zhaopin.com/CC000542940J40425071614.htm?refcode=4019&srccode=&preactionid=,华为技术有限公司,民营,10000人以上,上海-浦东,后端开发
软件测试工程师,无经验,大专,1.5万-2万,暂无信息,http://jobs.zhaopin.com/CC294547880J40508129903.htm?refcode=4019&srccode=&preactionid=,上海太屋网络科技有限公司,民营,1000-9999人,上海-黄浦,"功能测试,系统测试,自动化测试,Java,C++,Javascript,Postman,JIRA"
java开发工程师(初级),1-3年,本科,9千-1.2万,暂无信息,http://jobs.zhaopin.com/CC470756820J40395142004.htm?refcode=4019&srccode=&preactionid=,上海平欣电子有限公司,民营,100-299人,上海-浦东,"后端开发,SpringBoot,SpringCloud"
java初级软件工程师,1-3年,本科,8千-1.2万,15薪,http://jobs.zhaopin.com/CC121010790J40477769002.htm?refcode=4019&srccode=&preactionid=,上海思普信息技术有限公司,民营,100-299人,上海-徐汇,后端开发
java软件工程师(ZGSY),3-5年,本科,1万-1.5万,暂无信息,http://jobs.zhaopin.com/CC000103760J40504764007.htm?refcode=4019&srccode=&preactionid=,首都信息发展股份有限公司,国企,1000-9999人,上海-徐汇,"Spring,SpringBoot,SpringCloud,后端开发"
java开发工程师,3-5年,本科,1.5万-1.7万,暂无信息,http://jobs.zhaopin.com/CC382181430J40511372705.htm?refcode=4019&srccode=&preactionid=,北京史贝斯健身管理有限公司,外商独资,100-299人,上海-静安,"Spring,SPRINGBOOT,IBATIS,MySQL,Redis"
中级java开发,3-5年,本科,1.5万-2.5万,暂无信息,http://jobs.zhaopin.com/CCL1258340940J40480092904.htm?refcode=4019&srccode=&preactionid=,上海申量智能技术有限公司,民营,20-99人,上海-黄浦,"Spring,费控"
java软件工程师（SH）,1-3年,本科,1万-1.5万,暂无信息,http://jobs.zhaopin.com/CC000103760J40527247607.htm?refcode=4019&srccode=&preactionid=,首都信息发展股份有限公司,国企,1000-9999人,上海-闵行,Spring
java软件开发工程师,5-10年,本科,1.2万-2万,15薪,http://jobs.zhaopin.com/CC561589880J40473504105.htm?refcode=4019&srccode=&preactionid=,上海小招信息技术有限公司,民营,20人以下,上海-嘉定,
java开发（金保十部上海太平开发）,1-3年,本科,1万-2万,13薪,http://jobs.zhaopin.com/CC120160390J40254112516.htm?refcode=4019&srccode=&preactionid=,中科软科技股份有限公司,股份制企业,1000-9999人,上海-浦东,"Java,Spring,Hibernate,Struts,Tomcat,Weblogic,Oracle,后端开发"
